soundFile,word,location,repetition,trialnum,condition,corrAns,soundFile3,soundFile2,soundFile1,soundFile6,soundFile5,soundFile4,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,structured_block_key_resp.keys,structured_block_key_resp.rt,random_block_key_resp.keys,random_block_key_resp.rt,instr8_key_resp.keys,instr8_key_resp.rt,instr9_key_resp.keys,instr9_key_resp.rt,instr10_key_resp.keys,instr10_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
3A.wav,0,1,1,406,R,,,,,,,,,,,,0,21,21,21,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1A.wav,0,2,1,407,R,,,,,,,,,,,,0,22,22,22,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4C.wav,0,3,1,408,R,,,,,,,,,,,,0,23,23,23,,,,,,,3,0.149424754432,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,24,24,24,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,25,25,25,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,26,26,26,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,27,27,27,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,28,28,28,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,29,29,29,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,30,30,30,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,31,31,31,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,32,32,32,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,33,33,33,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,34,34,34,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,35,35,35,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
di.wav,2,1,34,409,S,,,,,,,,0,0,0,0,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
ba.wav,2,2,34,410,S,,,,,,,,0,1,1,1,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
pu.wav,2,3,34,411,S,,,,,,,,0,2,2,2,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
pi.wav,1,1,36,412,S,,,,,,,,0,3,3,3,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
tu.wav,1,2,36,413,S,,,,,,,,0,4,4,4,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
bi.wav,1,3,36,414,S,,,,,,,,0,5,5,5,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
di.wav,2,1,35,415,S,,,,,,,,0,6,6,6,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
ba.wav,2,2,35,416,S,,,,,,,,0,7,7,7,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
pu.wav,2,3,35,417,S,,,,,,,,0,8,8,8,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
bu.wav,4,1,35,418,S,,,,,,,,0,9,9,9,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
pa.wav,4,2,35,419,S,,,,,,,,0,10,10,10,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
da.wav,4,3,35,420,S,,,,,,,,0,11,11,11,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
ta.wav,3,1,35,421,S,,,,,,,,0,12,12,12,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
ti.wav,3,2,35,422,S,,,,,,,,0,13,13,13,,,,,,,,,3,0.0252111357404,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
du.wav,3,3,35,423,S,,,,,,,,0,14,14,14,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
bu.wav,4,1,36,424,S,,,,,,,,0,15,15,15,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
pa.wav,4,2,36,425,S,,,,,,,,0,16,16,16,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
da.wav,4,3,36,426,S,,,,,,,,0,17,17,17,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
ta.wav,3,1,36,427,S,,,,,,,,0,18,18,18,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
ti.wav,3,2,36,428,S,,,,,,,,0,19,19,19,,,,,,,,,3,0.225301076949,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
du.wav,3,3,36,429,S,,,,,,,,0,20,20,20,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
di.wav,2,1,36,430,S,,,,,,,,0,21,21,21,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
ba.wav,2,2,36,431,S,,,,,,,,0,22,22,22,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
pu.wav,2,3,36,432,S,,,,,,,,0,23,23,23,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,24,24,24,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,25,25,25,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,26,26,26,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,27,27,27,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,28,28,28,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,29,29,29,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,30,30,30,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,31,31,31,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,32,32,32,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,33,33,33,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,34,34,34,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,0,35,35,35,,,,,,,,,None,,,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1A.wav,0,1,1,409,R,,,,,,,,,,,,0,0,0,0,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4B.wav,0,2,1,410,R,,,,,,,,,,,,0,1,1,1,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1A.wav,0,3,1,411,R,,,,,,,,,,,,0,2,2,2,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4A.wav,0,1,1,412,R,,,,,,,,,,,,0,3,3,3,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2A.wav,0,2,1,413,R,,,,,,,,,,,,0,4,4,4,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4A.wav,0,3,1,414,R,,,,,,,,,,,,0,5,5,5,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1B.wav,0,1,1,415,R,,,,,,,,,,,,0,6,6,6,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2B.wav,0,2,1,416,R,,,,,,,,,,,,0,7,7,7,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1C.wav,0,3,1,417,R,,,,,,,,,,,,0,8,8,8,,,,,,,3,0.134146407363,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1C.wav,0,1,1,418,R,,,,,,,,,,,,0,9,9,9,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4B.wav,0,2,1,419,R,,,,,,,,,,,,0,10,10,10,,,,,,,3,0.375413332891,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2A.wav,0,3,1,420,R,,,,,,,,,,,,0,11,11,11,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3B.wav,0,1,1,421,R,,,,,,,,,,,,0,12,12,12,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1A.wav,0,2,1,422,R,,,,,,,,,,,,0,13,13,13,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2B.wav,0,3,1,423,R,,,,,,,,,,,,0,14,14,14,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3C.wav,0,1,1,424,R,,,,,,,,,,,,0,15,15,15,,,,,,,3,0.216941264283,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4C.wav,0,2,1,425,R,,,,,,,,,,,,0,16,16,16,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3A.wav,0,3,1,426,R,,,,,,,,,,,,0,17,17,17,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2C.wav,0,1,1,427,R,,,,,,,,,,,,0,18,18,18,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1B.wav,0,2,1,428,R,,,,,,,,,,,,0,19,19,19,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4C.wav,0,3,1,429,R,,,,,,,,,,,,0,20,20,20,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2C.wav,0,1,1,430,R,,,,,,,,,,,,0,21,21,21,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1B.wav,0,2,1,431,R,,,,,,,,,,,,0,22,22,22,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1C.wav,0,3,1,432,R,,,,,,,,,,,,0,23,23,23,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,24,24,24,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,25,25,25,,,,,,,3,0.0919915042468,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,26,26,26,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,27,27,27,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,28,28,28,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,29,29,29,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,30,30,30,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,31,31,31,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,32,32,32,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,33,33,33,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,34,34,34,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
silence.wav,0,0,0,0,B,,,,,,,,,,,,0,35,35,35,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3C.wav,0,1,1,433,R,,,,,,,,,,,,0,36,36,36,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3B.wav,0,2,1,434,R,,,,,,,,,,,,0,37,37,37,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2A.wav,0,3,1,435,R,,,,,,,,,,,,0,38,38,38,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3B.wav,0,1,1,436,R,,,,,,,,,,,,0,39,39,39,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1B.wav,0,2,1,437,R,,,,,,,,,,,,0,40,40,40,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2B.wav,0,3,1,438,R,,,,,,,,,,,,0,41,41,41,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3B.wav,0,1,1,439,R,,,,,,,,,,,,0,42,42,42,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
4A.wav,0,2,1,440,R,,,,,,,,,,,,0,43,43,43,,,,,,,3,0.0833663051599,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2C.wav,0,3,1,441,R,,,,,,,,,,,,0,44,44,44,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3A.wav,0,1,1,442,R,,,,,,,,,,,,0,45,45,45,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1C.wav,0,2,1,443,R,,,,,,,,,,,,0,46,46,46,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3C.wav,0,3,1,444,R,,,,,,,,,,,,0,47,47,47,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2B.wav,0,1,1,445,R,,,,,,,,,,,,0,48,48,48,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2C.wav,0,2,1,446,R,,,,,,,,,,,,0,49,49,49,,,,,,,3,0.391982202884,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3A.wav,0,3,1,447,R,,,,,,,,,,,,0,50,50,50,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
2A.wav,0,1,1,448,R,,,,,,,,,,,,0,51,51,51,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
3A.wav,0,2,1,449,R,,,,,,,,,,,,0,52,52,52,,,,,,,3,0.333603744861,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
1C.wav,0,3,1,450,R,,,,,,,,,,,,0,53,53,53,,,,,,,None,,,,,,,,,,,da,3,014,119.974234897,1C,auditory,2017_Nov_07_1327,
