"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","L.png",193,"R","None",NA,"",NA,12,5,8,"G","visual"
"2","M.png",194,"R","None",NA,"",NA,12,5,8,"G","visual"
"3","E.png",195,"R","None",NA,"",NA,12,5,8,"G","visual"
"4","F.png",196,"R","None",NA,"",NA,12,5,8,"G","visual"
"5","E.png",197,"R","None",NA,"",NA,12,5,8,"G","visual"
"6","D.png",198,"R","None",NA,"",NA,12,5,8,"G","visual"
"7","C.png",199,"R","None",NA,"",NA,12,5,8,"G","visual"
"8","L.png",200,"R","None",NA,"",NA,12,5,8,"G","visual"
"9","A.png",201,"R","None",NA,"",NA,12,5,8,"G","visual"
"10","B.png",202,"R","None",NA,"",NA,12,5,8,"G","visual"
"11","B.png",203,"R","None",NA,"",NA,12,5,8,"G","visual"
"12","H.png",204,"R","None",NA,"",NA,12,5,8,"G","visual"
"13","G.png",205,"R","3",0.372235026953,"",NA,12,5,8,"G","visual"
"14","K.png",206,"R","None",NA,"",NA,12,5,8,"G","visual"
"15","G.png",207,"R","3",0.413931951334,"",NA,12,5,8,"G","visual"
"16","A.png",208,"R","None",NA,"",NA,12,5,8,"G","visual"
"17","M.png",209,"R","None",NA,"",NA,12,5,8,"G","visual"
"18","K.png",210,"R","None",NA,"",NA,12,5,8,"G","visual"
"19","C.png",211,"R","None",NA,"",NA,12,5,8,"G","visual"
"20","J.png",212,"R","None",NA,"",NA,12,5,8,"G","visual"
"21","J.png",213,"R","None",NA,"",NA,12,5,8,"G","visual"
"22","H.png",214,"R","None",NA,"",NA,12,5,8,"G","visual"
"23","D.png",215,"R","None",NA,"",NA,12,5,8,"G","visual"
"24","F.png",216,"R","None",NA,"",NA,12,5,8,"G","visual"
"25","Alien4.bmp",193,"S","",NA,"None",NA,12,5,8,"G","visual"
"26","Alien5.bmp",194,"S","",NA,"None",NA,12,5,8,"G","visual"
"27","Alien6.bmp",195,"S","",NA,"None",NA,12,5,8,"G","visual"
"28","Alien7.bmp",196,"S","",NA,"None",NA,12,5,8,"G","visual"
"29","Alien8.bmp",197,"S","",NA,"None",NA,12,5,8,"G","visual"
"30","Alien9.bmp",198,"S","",NA,"None",NA,12,5,8,"G","visual"
"31","Alien1.bmp",199,"S","",NA,"None",NA,12,5,8,"G","visual"
"32","Alien2.bmp",200,"S","",NA,"None",NA,12,5,8,"G","visual"
"33","Alien3.bmp",201,"S","",NA,"None",NA,12,5,8,"G","visual"
"34","Alien10.bmp",202,"S","",NA,"None",NA,12,5,8,"G","visual"
"35","Alien11.bmp",203,"S","",NA,"None",NA,12,5,8,"G","visual"
"36","Alien12.bmp",204,"S","",NA,"3",0.400253894666,12,5,8,"G","visual"
"37","Alien7.bmp",205,"S","",NA,"None",NA,12,5,8,"G","visual"
"38","Alien8.bmp",206,"S","",NA,"None",NA,12,5,8,"G","visual"
"39","Alien9.bmp",207,"S","",NA,"None",NA,12,5,8,"G","visual"
"40","Alien4.bmp",208,"S","",NA,"None",NA,12,5,8,"G","visual"
"41","Alien5.bmp",209,"S","",NA,"None",NA,12,5,8,"G","visual"
"42","Alien6.bmp",210,"S","",NA,"None",NA,12,5,8,"G","visual"
"43","Alien1.bmp",211,"S","",NA,"None",NA,12,5,8,"G","visual"
"44","Alien2.bmp",212,"S","",NA,"None",NA,12,5,8,"G","visual"
"45","Alien3.bmp",213,"S","",NA,"None",NA,12,5,8,"G","visual"
"46","Alien10.bmp",214,"S","",NA,"None",NA,12,5,8,"G","visual"
"47","Alien11.bmp",215,"S","",NA,"None",NA,12,5,8,"G","visual"
"48","Alien12.bmp",216,"S","",NA,"3",0.300259611991,12,5,8,"G","visual"
"49","F.png",217,"R","None",NA,"",NA,12,5,8,"G","visual"
"50","K.png",218,"R","None",NA,"",NA,12,5,8,"G","visual"
"51","C.png",219,"R","None",NA,"",NA,12,5,8,"G","visual"
"52","G.png",220,"R","3",0.622309906816,"",NA,12,5,8,"G","visual"
"53","A.png",221,"R","None",NA,"",NA,12,5,8,"G","visual"
"54","M.png",222,"R","None",NA,"",NA,12,5,8,"G","visual"
"55","C.png",223,"R","None",NA,"",NA,12,5,8,"G","visual"
"56","A.png",224,"R","None",NA,"",NA,12,5,8,"G","visual"
"57","J.png",225,"R","None",NA,"",NA,12,5,8,"G","visual"
"58","E.png",226,"R","None",NA,"",NA,12,5,8,"G","visual"
"59","J.png",227,"R","None",NA,"",NA,12,5,8,"G","visual"
"60","H.png",228,"R","None",NA,"",NA,12,5,8,"G","visual"
"61","H.png",229,"R","None",NA,"",NA,12,5,8,"G","visual"
"62","M.png",230,"R","None",NA,"",NA,12,5,8,"G","visual"
