"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","L.png",193,"R","None",NA,"",NA,6,5,"f001","H","visual"
"2","M.png",194,"R","None",NA,"",NA,6,5,"f001","H","visual"
"3","E.png",195,"R","None",NA,"",NA,6,5,"f001","H","visual"
"4","F.png",196,"R","None",NA,"",NA,6,5,"f001","H","visual"
"5","E.png",197,"R","None",NA,"",NA,6,5,"f001","H","visual"
"6","D.png",198,"R","None",NA,"",NA,6,5,"f001","H","visual"
"7","C.png",199,"R","None",NA,"",NA,6,5,"f001","H","visual"
"8","L.png",200,"R","None",NA,"",NA,6,5,"f001","H","visual"
"9","A.png",201,"R","None",NA,"",NA,6,5,"f001","H","visual"
"10","B.png",202,"R","None",NA,"",NA,6,5,"f001","H","visual"
"11","B.png",203,"R","None",NA,"",NA,6,5,"f001","H","visual"
"12","H.png",204,"R","3",0.300410993397,"",NA,6,5,"f001","H","visual"
"13","G.png",205,"R","None",NA,"",NA,6,5,"f001","H","visual"
"14","K.png",206,"R","None",NA,"",NA,6,5,"f001","H","visual"
"15","G.png",207,"R","None",NA,"",NA,6,5,"f001","H","visual"
"16","A.png",208,"R","None",NA,"",NA,6,5,"f001","H","visual"
"17","M.png",209,"R","None",NA,"",NA,6,5,"f001","H","visual"
"18","K.png",210,"R","None",NA,"",NA,6,5,"f001","H","visual"
"19","C.png",211,"R","None",NA,"",NA,6,5,"f001","H","visual"
"20","J.png",212,"R","None",NA,"",NA,6,5,"f001","H","visual"
"21","J.png",213,"R","None",NA,"",NA,6,5,"f001","H","visual"
"22","H.png",214,"R","3",0.399302884005,"",NA,6,5,"f001","H","visual"
"23","D.png",215,"R","None",NA,"",NA,6,5,"f001","H","visual"
"24","F.png",216,"R","None",NA,"",NA,6,5,"f001","H","visual"
"25","F.png",217,"R","None",NA,"",NA,6,5,"f001","H","visual"
"26","K.png",218,"R","None",NA,"",NA,6,5,"f001","H","visual"
"27","C.png",219,"R","None",NA,"",NA,6,5,"f001","H","visual"
"28","G.png",220,"R","None",NA,"",NA,6,5,"f001","H","visual"
"29","A.png",221,"R","None",NA,"",NA,6,5,"f001","H","visual"
"30","M.png",222,"R","None",NA,"",NA,6,5,"f001","H","visual"
"31","C.png",223,"R","None",NA,"",NA,6,5,"f001","H","visual"
"32","A.png",224,"R","None",NA,"",NA,6,5,"f001","H","visual"
"33","J.png",225,"R","None",NA,"",NA,6,5,"f001","H","visual"
"34","E.png",226,"R","None",NA,"",NA,6,5,"f001","H","visual"
"35","J.png",227,"R","None",NA,"",NA,6,5,"f001","H","visual"
"36","H.png",228,"R","3",0.458874050062,"",NA,6,5,"f001","H","visual"
"37","H.png",229,"R","3",0.667168047279,"",NA,6,5,"f001","H","visual"
"38","M.png",230,"R","None",NA,"",NA,6,5,"f001","H","visual"
"39","D.png",231,"R","None",NA,"",NA,6,5,"f001","H","visual"
"40","D.png",232,"R","None",NA,"",NA,6,5,"f001","H","visual"
"41","L.png",233,"R","None",NA,"",NA,6,5,"f001","H","visual"
"42","B.png",234,"R","None",NA,"",NA,6,5,"f001","H","visual"
"43","K.png",235,"R","None",NA,"",NA,6,5,"f001","H","visual"
"44","E.png",236,"R","None",NA,"",NA,6,5,"f001","H","visual"
"45","F.png",237,"R","None",NA,"",NA,6,5,"f001","H","visual"
"46","G.png",238,"R","None",NA,"",NA,6,5,"f001","H","visual"
"47","B.png",239,"R","None",NA,"",NA,6,5,"f001","H","visual"
"48","L.png",240,"R","None",NA,"",NA,6,5,"f001","H","visual"
"49","Alien4.bmp",193,"S","",NA,"None",NA,6,5,"f001","H","visual"
"50","Alien5.bmp",194,"S","",NA,"None",NA,6,5,"f001","H","visual"
"51","Alien6.bmp",195,"S","",NA,"3",0.141960452776,6,5,"f001","H","visual"
"52","Alien7.bmp",196,"S","",NA,"None",NA,6,5,"f001","H","visual"
"53","Alien8.bmp",197,"S","",NA,"None",NA,6,5,"f001","H","visual"
"54","Alien9.bmp",198,"S","",NA,"None",NA,6,5,"f001","H","visual"
"55","Alien1.bmp",199,"S","",NA,"None",NA,6,5,"f001","H","visual"
"56","Alien2.bmp",200,"S","",NA,"None",NA,6,5,"f001","H","visual"
"57","Alien3.bmp",201,"S","",NA,"None",NA,6,5,"f001","H","visual"
"58","Alien10.bmp",202,"S","",NA,"None",NA,6,5,"f001","H","visual"
"59","Alien11.bmp",203,"S","",NA,"None",NA,6,5,"f001","H","visual"
"60","Alien12.bmp",204,"S","",NA,"None",NA,6,5,"f001","H","visual"
"61","Alien7.bmp",205,"S","",NA,"None",NA,6,5,"f001","H","visual"
"62","Alien8.bmp",206,"S","",NA,"None",NA,6,5,"f001","H","visual"
"63","Alien9.bmp",207,"S","",NA,"None",NA,6,5,"f001","H","visual"
"64","Alien4.bmp",208,"S","",NA,"None",NA,6,5,"f001","H","visual"
"65","Alien5.bmp",209,"S","",NA,"None",NA,6,5,"f001","H","visual"
"66","Alien6.bmp",210,"S","",NA,"3",0.00866019073874,6,5,"f001","H","visual"
"67","Alien1.bmp",211,"S","",NA,"None",NA,6,5,"f001","H","visual"
"68","Alien2.bmp",212,"S","",NA,"None",NA,6,5,"f001","H","visual"
"69","Alien3.bmp",213,"S","",NA,"None",NA,6,5,"f001","H","visual"
"70","Alien10.bmp",214,"S","",NA,"None",NA,6,5,"f001","H","visual"
"71","Alien11.bmp",215,"S","",NA,"None",NA,6,5,"f001","H","visual"
"72","Alien12.bmp",216,"S","",NA,"None",NA,6,5,"f001","H","visual"
"73","Alien4.bmp",217,"S","",NA,"None",NA,6,5,"f001","H","visual"
"74","Alien5.bmp",218,"S","",NA,"None",NA,6,5,"f001","H","visual"
"75","Alien6.bmp",219,"S","",NA,"3",0.0170862837695,6,5,"f001","H","visual"
