"","key_resp.corr","Run","PartID","expName","modality","task"
"506",1,6,4,"visual","non-linguistic","VSL"
"507",0,6,4,"visual","non-linguistic","VSL"
"508",1,6,4,"visual","non-linguistic","VSL"
"509",1,6,4,"visual","non-linguistic","VSL"
"510",0,6,4,"visual","non-linguistic","VSL"
"511",0,6,4,"visual","non-linguistic","VSL"
"512",1,6,4,"visual","non-linguistic","VSL"
"513",0,6,4,"visual","non-linguistic","VSL"
"514",1,6,4,"visual","non-linguistic","VSL"
"515",0,6,4,"visual","non-linguistic","VSL"
"516",1,6,4,"visual","non-linguistic","VSL"
"517",1,6,4,"visual","non-linguistic","VSL"
"518",0,6,4,"visual","non-linguistic","VSL"
"519",1,6,4,"visual","non-linguistic","VSL"
"520",1,6,4,"visual","non-linguistic","VSL"
"521",0,6,4,"visual","non-linguistic","VSL"
"522",1,6,4,"visual","non-linguistic","VSL"
"523",1,6,4,"visual","non-linguistic","VSL"
"524",1,6,4,"visual","non-linguistic","VSL"
"525",0,6,4,"visual","non-linguistic","VSL"
"526",0,6,4,"visual","non-linguistic","VSL"
"527",1,6,4,"visual","non-linguistic","VSL"
"528",1,6,4,"visual","non-linguistic","VSL"
"529",0,6,4,"visual","non-linguistic","VSL"
"530",1,6,4,"visual","non-linguistic","VSL"
"531",0,6,4,"visual","non-linguistic","VSL"
"532",0,6,4,"visual","non-linguistic","VSL"
"533",0,6,4,"visual","non-linguistic","VSL"
"534",1,6,4,"visual","non-linguistic","VSL"
"535",0,6,4,"visual","non-linguistic","VSL"
"536",1,6,4,"visual","non-linguistic","VSL"
"537",0,6,4,"visual","non-linguistic","VSL"
