"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","Alien12.bmp",193,"R","",NA,"None",NA,9,2,6,"B","visual"
"2","Alien1.bmp",194,"R","",NA,"None",NA,9,2,6,"B","visual"
"3","Alien1.bmp",195,"R","",NA,"None",NA,9,2,6,"B","visual"
"4","Alien2.bmp",196,"R","",NA,"None",NA,9,2,6,"B","visual"
"5","Alien7.bmp",197,"R","",NA,"None",NA,9,2,6,"B","visual"
"6","Alien8.bmp",198,"R","",NA,"None",NA,9,2,6,"B","visual"
"7","Alien3.bmp",199,"R","",NA,"None",NA,9,2,6,"B","visual"
"8","Alien5.bmp",200,"R","",NA,"None",NA,9,2,6,"B","visual"
"9","Alien2.bmp",201,"R","",NA,"None",NA,9,2,6,"B","visual"
"10","Alien4.bmp",202,"R","",NA,"None",NA,9,2,6,"B","visual"
"11","Alien9.bmp",203,"R","",NA,"3",0.50031331502,9,2,6,"B","visual"
"12","Alien6.bmp",204,"R","",NA,"None",NA,9,2,6,"B","visual"
"13","Alien3.bmp",205,"R","",NA,"None",NA,9,2,6,"B","visual"
"14","Alien11.bmp",206,"R","",NA,"None",NA,9,2,6,"B","visual"
"15","Alien10.bmp",207,"R","",NA,"None",NA,9,2,6,"B","visual"
"16","Alien4.bmp",208,"R","",NA,"None",NA,9,2,6,"B","visual"
"17","Alien8.bmp",209,"R","",NA,"None",NA,9,2,6,"B","visual"
"18","Alien5.bmp",210,"R","",NA,"None",NA,9,2,6,"B","visual"
"19","Alien9.bmp",211,"R","",NA,"3",0.416962132829,9,2,6,"B","visual"
"20","Alien11.bmp",212,"R","",NA,"None",NA,9,2,6,"B","visual"
"21","Alien7.bmp",213,"R","",NA,"None",NA,9,2,6,"B","visual"
"22","Alien10.bmp",214,"R","",NA,"None",NA,9,2,6,"B","visual"
"23","Alien6.bmp",215,"R","",NA,"None",NA,9,2,6,"B","visual"
